userID1,userID2,user1Follows2,user2Follows1,numberOfMentions,NumberOfReplies,NumberOfRetweets,TrustScore
1676,13414,1,0,2,0,0,1
10134,4510,0,1,0,2,3,2
10553,5204,1,1,1,2,0,2
4139,6119,1,1,0,1,0,2
14540,3916,0,1,0,0,0,1
3552,9890,1,1,0,0,1,2
12506,13325,1,0,2,0,0,2
2604,10641,1,1,0,1,0,2
11772,6462,1,1,1,1,5,3
11772,11771,1,1,1,0,0,2
13140,5696,1,0,0,0,1,2
3644,13345,1,1,3,2,0,3
14540,9904,1,0,0,0,1,2
13140,1820,1,0,0,0,0,1
3230,14245,0,1,0,0,0,1
4621,5696,1,1,1,0,0,2
5503,13028,0,1,0,3,2,2
14540,12389,1,0,1,0,6,3
12912,13131,1,1,2,0,0,2
12392,11400,0,1,0,0,1,1
2584,7363,1,0,7,0,0,3
12324,13460,1,1,1,0,0,2
13140,13415,1,0,0,0,0,1
3546,417,1,1,0,0,2,2
13140,4208,0,1,0,0,0,1
12990,11663,1,1,2,0,0,2
14540,9687,0,1,0,0,0,1
1517,2222,1,0,0,1,0,2
8752,10563,1,1,1,0,0,2
10193,10898,1,1,6,0,0,3
11149,12958,1,0,2,3,0,2
14540,3759,1,1,0,0,1,2
14082,1820,1,1,0,0,3,3
13140,13672,1,0,0,0,0,1
12483,9959,1,1,3,7,2,4
4972,8242,1,0,2,0,0,2
2604,11003,1,1,0,2,2,3
2604,1870,1,1,198,10,1,4
10554,5971,1,0,1,0,0,2
12392,13125,1,1,0,1,1,2
3230,1046,1,1,0,0,0,2
11772,5902,1,1,0,1,1,2
1676,2007,1,0,1,0,0,2
10193,2869,1,1,28,4,0,4
3552,7705,1,0,2,0,0,2
9422,14407,1,0,1,0,0,2
1875,7363,1,0,4,0,0,2
5503,6863,0,1,0,0,14,4
13140,4221,1,0,0,0,0,1
13140,793,0,1,0,0,0,1
12324,6751,0,1,0,1,0,1
4139,5574,1,0,0,0,1,2
5583,3068,1,1,0,0,2,1
11037,8336,1,1,0,1,25,4
1517,7731,1,0,6,0,0,2
4941,11125,1,0,2,0,0,2
4194,10521,1,0,1,0,0,2
9291,13414,1,1,13,0,0,4
14029,12389,1,1,0,0,1,3
12894,7628,0,1,0,0,1,1
4139,10976,1,1,2,0,9,4
2584,219,1,1,0,0,1,2
2981,2642,1,1,0,0,1,2
3644,6488,1,0,1,0,0,2
3230,3886,1,1,0,0,0,2
14255,13770,1,0,1,0,0,2
10134,12901,1,1,1,0,0,2
3230,11707,1,1,1,0,0,2
13140,11780,1,0,0,0,0,1
14540,8045,1,0,0,0,0,1
1517,458,1,1,1,6,0,3
8642,13345,1,1,9,1,0,3
6794,6550,1,1,24,0,0,4
13140,2945,1,0,0,0,0,1
8320,8495,0,1,0,0,2,1
12144,2323,0,1,0,3,3,2
11772,733,0,1,0,0,1,1
12392,9589,0,1,0,0,2,1
12949,13859,0,1,0,0,0,1
10134,9576,0,1,0,0,1,1
11772,4932,0,1,0,2,0,1
12916,10935,0,1,0,0,0,1
13140,11319,0,1,0,0,0,1
3230,8178,1,1,0,0,0,2
10885,11810,1,1,8,1,2,4
4139,1703,1,0,1,0,0,2
14116,80,1,1,0,0,1,3
14540,13516,1,1,1,0,0,2
13140,848,0,1,0,0,0,1
2532,179,1,1,0,0,1,2
5503,5037,1,1,0,0,1,2
4139,5147,1,0,2,0,0,2
11772,11120,1,0,1,0,0,2
11005,181,1,0,1,0,0,1
5503,10602,0,1,0,1,1,1
1517,667,1,0,1,0,0,2
1937,13252,1,1,2,0,1,2
14540,8248,1,1,0,1,2,3
3230,6834,0,1,0,0,0,1
11772,10815,1,1,0,0,2,2
10126,4564,0,1,0,0,2,1
12917,219,1,1,0,1,2,3
13140,10293,1,1,0,0,1,2
12990,14674,1,1,1,0,14,4
8669,1940,1,1,2,0,0,2
4972,5700,1,0,2,0,0,2
8669,1731,1,0,2,0,0,2
12917,5918,1,1,2,0,1,2
8320,6432,1,1,0,0,5,3
13140,13604,0,1,0,0,0,1
12990,4240,1,1,1,0,0,2
11252,3950,0,1,0,0,21,4
14540,835,1,1,1,1,2,3
202,3885,1,1,0,1,0,2
1875,11370,1,0,1,0,0,2
14540,5864,0,1,1,0,0,1
11769,722,1,1,6,0,2,3
5427,9934,0,1,0,0,1,1
157,1770,1,1,1,0,1,2
11061,13519,1,0,1,0,0,2
13140,6499,1,1,0,0,0,2
10134,12824,1,1,2,0,27,4
10182,8847,1,1,0,0,1,3
14540,5147,0,1,0,0,0,1
14029,4585,1,1,0,0,2,2
4139,361,1,1,0,0,2,3
12917,11739,1,1,0,0,1,2
12392,9230,1,1,1,0,0,2
13140,4381,0,1,0,0,0,1
14082,6803,1,0,1,0,0,2
3766,13325,1,0,1,0,0,2
14540,13087,0,1,0,0,0,1
13140,554,0,1,0,0,0,1
14255,12940,1,1,1,0,1,2
12392,8089,0,1,0,1,0,1
9006,2998,1,1,4,0,0,2
10837,5700,1,0,7,0,0,3
12392,2943,0,1,0,0,1,1
14540,11003,1,1,2,1,1,3
1517,180,1,0,3,0,0,2
10182,12724,1,1,1,0,0,2
9504,14478,1,0,1,0,0,2
13140,10737,1,1,0,0,0,2
13140,692,1,1,0,0,1,2
6847,1623,1,0,1,0,0,2
10182,14637,1,1,28,7,26,4
8669,2739,1,0,1,0,0,2
2584,12849,1,1,0,0,1,2
4972,10998,1,0,1,0,0,2
14540,12047,1,1,0,2,0,2
4139,7810,1,1,0,0,2,2
10134,3360,0,1,0,0,1,1
1690,2642,1,1,0,1,0,2
14255,5533,1,0,1,0,0,2
14255,497,1,1,0,0,1,2
157,12901,1,0,13,0,0,3
3552,10343,1,0,2,0,0,2
11620,448,1,1,0,1,0,2
4621,4564,1,1,1,0,0,1
2604,9900,0,1,0,2,0,1
14029,10643,1,1,1,0,3,3
10134,3087,1,1,3,3,6,4
12506,2956,1,1,1,0,3,3
6794,8494,1,1,25,22,2,4
10182,13734,1,1,8,29,5,4
14540,14678,0,1,0,0,0,1
14540,6124,1,0,0,0,0,1
1517,205,1,1,1,0,0,2
11772,10937,1,1,7,0,3,4
8617,11494,1,1,3,0,0,2
14105,12858,1,1,0,0,4,3
13140,9539,0,1,0,0,0,1
13140,157,0,1,0,0,0,1
3230,14156,0,1,0,0,0,1
14540,5210,0,1,0,0,0,1
5503,13373,1,1,1,2,0,2
1515,13414,1,0,9,0,0,3
4139,11145,1,0,0,0,1,2
13140,3841,1,1,0,0,3,3
12894,1364,0,1,3,0,0,1
3552,4686,1,1,0,1,0,2
1676,14091,1,1,1,0,0,2
7791,13704,0,1,0,0,1,1
12917,3277,1,1,0,1,1,2
4139,12958,1,0,0,1,0,2
11772,7705,1,1,2,0,0,2
13140,10906,1,0,0,0,0,1
6435,181,1,1,1,0,0,2
14116,180,1,0,1,0,0,2
12894,10302,0,1,0,0,4,2
12506,4341,1,1,1,0,0,2
10126,3261,1,1,1,0,0,2
10193,178,1,1,1,0,0,2
14082,3357,0,1,3,6,6,4
14029,78,1,1,0,1,2,3
4621,3503,1,1,1,0,0,2
14540,10487,1,1,3,3,6,4
2661,12919,0,1,0,0,1,1
2604,13576,1,1,7,0,13,4
2584,10706,1,0,4,0,0,2
4139,8178,1,1,1,1,11,4
14540,10612,1,1,0,0,0,2
3546,6916,0,1,0,1,0,1
11769,14435,1,0,4,0,1,2
10182,890,1,1,0,4,5,4
14540,12401,0,1,0,0,0,1
11772,1723,1,0,3,0,0,1
2981,14269,1,0,1,0,0,3
13871,12674,1,0,1,0,0,2
14540,9524,0,1,0,0,0,1
3872,12812,1,1,1,1,0,2
5674,10565,0,1,0,0,10,4
2401,835,1,1,1,0,0,2
6794,11009,1,0,3,0,3,3
246,1265,1,1,1,1,0,2
8642,4572,0,1,6,0,0,2
2604,2968,0,1,0,8,2,3
11773,6338,0,1,0,0,2,1
10487,7880,0,1,0,0,5,2
10182,10323,1,1,10,2,1,4
11772,7255,1,0,1,1,0,2
6404,8620,1,1,0,0,0,2
12916,14435,1,0,1,0,0,2
2335,9686,1,1,0,0,1,2
1676,12894,1,0,1,0,0,2
1937,6476,1,1,0,0,1,2
5427,3261,1,0,3,0,0,2
1517,6487,1,1,0,2,0,2
4139,6555,0,1,0,0,1,1
1515,12936,1,0,1,0,0,2
3230,10226,0,1,0,0,0,1
14082,6625,0,1,0,0,2,1
12229,9539,0,1,4,0,2,2
13140,12883,1,0,0,0,0,1
13140,1313,0,1,0,0,0,1
6435,2401,1,0,0,1,0,2
9291,10183,1,0,0,0,1,2
6794,12389,1,1,2,0,2,3
1875,3149,1,0,1,0,0,2
13140,6261,0,1,0,0,0,1
6525,9148,1,1,0,2,0,2
10182,14823,0,1,2,0,3,2
13140,12858,1,0,0,0,0,1
5518,1937,1,1,4,0,0,2
10134,9589,0,1,0,0,1,1
13140,12159,1,0,0,0,0,1
10487,7155,1,1,3,0,4,4
13140,12830,0,1,0,0,0,1
14540,11768,1,0,2,0,0,2
12929,12912,0,1,0,0,1,1
2401,7862,1,0,15,1,2,4
14029,14045,1,1,0,0,3,3
4369,747,1,1,18,0,0,4
2335,12958,1,0,1,0,0,2
3546,5375,0,1,0,0,1,1
5503,4807,0,1,0,3,0,1
10193,330,1,0,1,0,1,2
13623,3804,1,1,2,6,1,3
14255,5120,1,1,0,0,1,2
6794,12069,1,1,1,0,0,2
2604,14360,1,1,0,1,0,2
12894,6711,1,1,0,1,0,2
14540,9945,0,1,0,0,0,1
12916,8087,0,1,0,0,0,1
3546,10193,1,1,1,2,3,3
13140,3591,1,0,0,0,0,1
12146,2667,1,1,0,7,7,4
13140,11249,0,1,0,0,0,1
2584,248,1,1,36,3,0,4
10182,6183,1,1,0,1,3,3
12929,659,0,1,0,0,1,1
2584,14480,1,1,2,0,0,2
4139,13691,1,1,0,0,2,2
2981,1343,1,1,1,0,0,2
4139,1212,0,1,0,0,1,1
13140,8649,0,1,0,0,0,1
5503,13268,0,1,0,0,3,2
7791,7349,1,1,0,0,1,2
11252,255,1,1,1,0,12,4
2604,14080,1,1,0,2,1,2
10182,3605,1,1,0,2,2,3
14255,12996,1,1,0,1,0,2
12894,6875,0,1,0,0,3,2
5503,13200,0,1,1,0,2,2
11772,8988,1,1,1,0,1,2
14255,7206,1,1,3,0,0,2
14105,12883,1,1,4,0,3,3
5503,5568,1,0,6,0,0,2
4139,2401,0,1,0,0,5,2
3230,14408,1,1,0,0,0,2
2661,13414,1,1,189,0,27,4
11772,6488,1,1,1,0,0,2
10553,14042,1,0,1,0,0,2
4621,7206,1,1,0,0,1,2
13140,744,0,1,0,0,0,1
10182,13626,1,1,0,1,0,2
1875,13325,1,0,3,0,0,2
10182,11825,1,0,1,0,2,2
13140,4385,1,1,0,0,0,2
6404,305,0,1,0,0,0,1
10182,8248,1,1,0,1,5,3
10487,14042,0,1,14,0,0,3
11149,12936,1,0,1,0,0,2
4139,14042,1,1,2,0,0,2
9422,9721,1,1,6,31,6,4
2584,14042,1,0,3,0,0,2
10182,1785,1,1,0,7,6,4
1352,12624,1,0,1,0,0,2
4139,12440,1,1,0,1,0,2
14029,181,1,1,1,0,0,2
5427,13704,0,1,0,0,4,2
10182,12210,1,1,1,12,0,4
12916,4322,1,1,0,0,0,2
9591,12660,1,0,1,1,0,3
2604,13044,1,1,1,0,1,2
10777,180,1,0,1,0,0,2
14105,12829,1,1,0,0,1,2
4139,6124,1,0,8,0,0,4
2584,12968,1,1,1,0,0,2
4139,11003,1,0,8,7,6,4
8417,180,1,0,2,0,0,3
13140,13200,0,1,0,0,0,1
2532,3261,1,0,0,0,1,2
14540,2826,0,1,0,0,1,1
9901,181,1,0,1,0,0,2
10487,1244,1,1,24,0,1,4
12912,13212,1,0,5,0,0,2
14540,1032,1,1,0,0,0,2
4139,2604,1,1,0,0,1,2
2401,8045,1,0,2,0,0,2
2604,10026,1,1,5,0,1,3
12916,5884,0,1,2,0,0,1
3743,13221,1,1,18,3,7,4
2604,8837,0,1,0,0,1,1
13716,13738,1,1,1,0,0,2
13140,6799,1,1,0,0,0,2
12929,3211,0,1,0,0,3,2
13140,10423,0,1,0,0,0,1
13140,12914,1,0,0,0,0,1
13140,2335,1,1,0,0,0,2
12144,12901,1,1,3,0,0,2
237,10379,1,0,1,0,0,2
10182,3404,1,1,0,0,2,2
7931,1439,1,1,2,0,0,2
10193,9291,1,1,2,1,14,4
7044,1870,1,1,0,1,0,2
10766,14269,1,1,7,0,0,3
12392,12838,0,1,2,0,1,1
12894,3428,0,1,0,0,1,1
14116,14435,1,0,1,0,0,2
9422,6283,1,1,2,0,0,2
4678,12731,1,1,1,2,0,2
12990,180,1,0,1,0,0,2
10182,3843,1,0,0,0,1,2
13140,1515,0,1,0,0,0,1
5503,7282,0,1,0,1,0,1
2584,897,1,0,1,0,0,2
10182,10692,1,0,4,1,3,3
8320,3261,1,0,6,0,0,2
11772,1364,1,1,1,0,1,2
10182,12214,1,0,0,0,1,2
10193,4375,0,1,0,1,0,1
10182,3515,1,1,199,27,50,4
13140,10655,1,0,0,0,0,1
8971,491,1,1,1,2,3,3
4139,6476,0,1,0,0,2,1
12916,11516,1,1,1,0,0,2
10193,11706,1,1,62,61,95,4
13871,9979,1,1,1,0,0,2
2584,3841,1,1,11,0,0,3
3509,485,1,1,0,0,0,2
2584,13142,1,1,0,0,1,2
13007,14480,1,0,3,0,0,2
2532,3796,0,1,0,0,1,1
14540,11894,0,1,0,0,0,1
2266,4970,1,0,1,0,0,2
10193,7743,1,1,7,0,3,4
791,12901,1,0,0,0,0,1
5503,8064,0,1,0,0,1,1
10134,6171,0,1,0,0,1,1
3552,253,1,1,1,3,2,3
9422,8918,1,0,3,2,0,2
12916,12912,0,1,0,0,0,1
12506,3309,0,1,0,0,3,2
11909,12438,1,0,0,0,1,2
10182,8535,1,1,0,0,5,3
4972,2654,1,1,2,0,0,2
2584,13129,1,1,0,0,1,2
11252,12938,0,1,5,0,0,2
6794,7255,1,1,106,49,18,4
10182,8754,1,1,0,0,3,3
14082,10298,0,1,0,0,3,2
6794,1343,1,1,15,0,0,4
12949,5562,1,1,0,0,0,2
14082,12901,1,0,5,0,0,2
12324,12770,1,1,1,0,0,3
11772,10881,1,1,1,0,1,2
202,5943,1,1,0,1,0,2
2661,323,0,1,0,0,1,1
14029,13088,1,1,0,0,1,2
4972,1347,1,1,0,1,3,3
12912,12389,1,0,1,0,1,2
5503,10551,0,1,0,0,1,1
10182,6794,1,1,0,0,1,1
2661,9230,1,0,2,0,0,2
5427,3378,1,1,0,0,1,2
14540,2868,0,1,0,0,1,1
13140,6124,1,1,0,0,0,1
2584,12063,1,1,3,0,0,3
5503,10380,1,1,0,3,16,4
1937,11505,1,1,1,0,8,4
4139,5831,1,1,2,0,2,3
5503,9563,0,1,0,0,1,1
13140,6690,0,1,0,0,0,1
2266,3078,1,1,27,6,0,4
2604,10183,1,0,0,2,6,3
8669,1870,1,0,13,2,0,4
14540,8201,1,0,0,0,0,1
10193,12674,1,0,12,0,0,3
5503,9016,1,1,2,0,1,2
10193,10343,1,1,27,7,3,4
13140,10450,0,1,0,0,0,1
10182,11009,1,1,4,3,21,4
5503,9377,0,1,0,0,1,1
12144,8751,0,1,0,1,0,1
11035,1940,1,0,2,0,0,2
11252,11771,1,1,2,0,0,2
13140,7885,1,1,0,0,0,2
10837,2998,1,0,2,0,0,2
1875,11706,1,1,72,12,4,4
8811,3111,1,1,1,2,0,2
1875,8300,1,1,7,0,0,3
2981,4948,1,0,0,0,2,2
14082,14383,0,1,0,1,3,2
3644,6933,1,1,2,3,1,3
11252,10641,1,1,1,0,0,2
5503,10865,0,1,0,1,0,1
14540,10786,0,1,0,0,0,1
10553,9230,1,0,1,0,0,2
14540,11632,0,1,0,0,0,1
14540,10397,0,1,0,0,1,1
2604,8796,1,1,6,0,3,3
10193,4586,1,0,1,0,0,2
2604,2090,1,1,1,0,0,2
9422,665,1,1,19,1,0,4
8648,2336,1,1,1,0,0,2
157,13414,1,0,1,0,0,1
4369,12089,0,1,0,1,0,1
14255,7171,1,1,0,4,3,3
6404,4789,0,1,0,0,0,1
12917,12674,1,0,1,0,0,2
8669,11003,1,0,1,1,0,2
11772,13704,1,1,0,0,2,2
4139,13046,0,1,0,0,1,1
4139,6975,1,1,0,0,1,2
12917,2976,1,1,0,0,2,2
1875,3541,1,1,2,0,0,1
237,4155,1,1,0,1,0,2
10885,10935,1,1,3,0,0,2
14540,1542,0,1,0,0,0,1
157,14042,1,1,16,0,0,4
12392,6253,0,1,0,0,1,1
12949,2707,0,1,0,0,0,1
11252,6975,1,1,2,1,2,3
10885,9505,1,1,11,1,1,4
13140,14478,1,1,0,0,4,4
13140,4158,0,1,0,0,0,1
2981,12063,1,0,2,0,0,2
3230,1450,1,1,0,1,0,2
5427,3357,1,1,0,0,2,2
12929,5656,0,1,0,0,1,1
4015,178,1,0,1,0,0,2
702,5902,1,1,0,1,0,2
14029,5923,1,1,1,0,6,4
10193,14478,1,0,7,0,0,3
12483,7074,1,1,0,3,0,2
12506,14255,0,1,0,0,1,1
14255,12047,1,1,4,1,0,3
8811,3784,1,1,8,1,2,4
13140,8045,1,0,0,0,0,1
12894,11769,1,1,1,0,9,4
14082,181,0,1,3,0,0,1
5503,4834,1,1,0,3,2,3
14255,1820,1,0,1,0,0,2
10193,13091,1,0,3,0,0,2
12894,4511,1,0,1,1,2,2
14082,5407,1,1,1,1,0,2
6794,13895,1,0,12,6,3,4
13140,6743,1,0,0,0,0,1
2335,14435,1,1,3,0,0,2
14540,1731,1,0,0,0,0,1
11035,12940,1,1,0,0,1,2
5012,7941,1,0,9,0,0,3
2604,14343,1,1,3,1,3,4
10193,1820,1,1,3,2,4,4
13140,1225,0,1,0,0,0,1
5583,5831,1,0,3,0,1,2
12046,6209,1,0,1,2,0,2
12949,14508,1,1,0,0,0,2
14255,14408,1,1,1,1,0,2
14082,3911,1,1,0,5,8,4
10134,1387,1,1,0,0,1,2
14082,3027,1,1,22,15,10,4
13140,4183,0,1,0,0,0,1
1937,6509,1,1,1,0,1,2
3390,11789,1,0,0,1,0,2
14540,637,0,1,0,0,0,1
2823,6733,1,1,0,1,0,2
10487,10746,0,1,1,0,0,1
13140,2418,0,1,0,0,0,1
2629,7362,1,1,0,0,1,2
12949,14845,0,1,0,0,0,1
13651,7705,1,0,1,0,0,2
1875,1894,1,0,1,0,0,2
3230,1775,0,1,0,0,0,1
14082,9900,0,1,0,0,1,1
14029,10746,1,1,0,0,1,2
14540,12936,1,0,0,0,0,1
14540,5152,1,1,0,0,0,2
7724,9910,1,1,6,0,0,3
10182,5404,1,1,0,0,1,3
12392,4616,1,1,0,0,78,4
14082,14009,0,1,3,0,0,1
14540,14435,1,0,6,0,1,3
10126,4510,0,1,0,0,1,1
14540,11580,0,1,0,0,0,1
12392,4245,0,1,0,0,1,1
4139,13103,0,1,0,0,2,1
8811,3287,1,1,33,1,35,4
10182,14678,1,1,0,1,1,2
2584,2642,1,0,1,0,0,2
10193,1870,1,0,26,5,0,4
10182,10084,1,1,1,0,1,2
10126,10134,1,0,1,0,0,2
4972,5174,0,1,0,0,1,1
12506,8300,1,1,0,0,3,3
8669,6711,1,1,231,27,1,4
5427,12951,1,1,0,2,0,2
8669,9762,1,1,0,11,0,3
12916,2100,0,1,0,0,0,1
14082,4641,1,1,0,2,0,2
246,1300,1,1,3,2,0,3
11769,11004,1,1,2,0,0,2
2604,10437,1,1,2,0,0,2
4139,181,1,0,0,0,1,3
6435,8720,1,1,0,3,0,1
8648,9216,1,1,2,1,0,2
3552,1940,1,0,5,0,0,1
3230,4585,1,1,0,0,0,2
10085,9649,1,1,228,25,3,4
11772,3517,1,1,1,0,0,3
122,7003,1,0,0,1,0,2
14540,11687,0,1,0,0,0,1
1937,2305,1,0,3,0,0,2
12916,927,0,1,0,0,0,1
4139,5888,0,1,0,0,1,1
3230,7635,1,1,0,0,0,2
4139,8258,0,1,0,2,0,1
13140,8524,0,1,0,0,0,1
2583,8934,1,1,0,0,1,2
2981,1430,1,1,14,0,0,4
1676,9356,1,1,3,0,4,3
13140,3155,0,1,0,0,0,1
5503,11823,0,1,0,0,1,1
2604,6191,1,1,0,0,1,2
12392,3510,0,1,0,0,1,1
2604,4249,0,1,0,0,1,1
10193,8106,0,1,0,1,1,1
500,180,1,0,2,0,0,2
10182,4813,1,1,0,1,1,2
14540,14647,1,1,3,0,3,3
2604,9933,1,0,1,0,0,2
791,118,1,0,0,0,0,1
9291,3546,1,0,3,0,0,2
3552,7862,1,0,3,0,0,2
7693,7855,1,1,12,0,0,3
13140,12324,1,0,0,0,0,1
14082,12805,1,1,1,0,0,2
11772,5918,1,1,18,0,18,4
13140,432,1,1,0,0,1,2
9291,7743,1,1,3,0,1,3
2604,10737,1,1,1,0,12,4
12324,9494,1,1,7,0,11,4
9901,12120,1,1,0,0,1,2
13140,835,1,1,0,0,0,2
2604,13922,0,1,0,0,1,1
10885,12770,1,1,1,0,0,1
13140,10438,0,1,0,0,2,1
2604,3949,1,0,1,0,0,2
10193,5741,1,1,3,0,0,1
4194,8201,1,1,2,1,0,2
10193,2240,1,1,1,0,1,2
12324,8831,1,1,0,1,0,2
10182,10706,1,1,0,2,0,2
6435,2604,1,1,0,1,0,2
1352,12159,1,1,1,0,1,2
12894,8937,0,1,0,0,1,1
1352,12915,1,0,1,0,0,2
2604,8178,1,1,0,0,2,2
14540,10293,1,1,5,0,4,4
2604,4570,1,1,12,0,14,4
237,248,1,1,4,0,0,3
13140,5407,1,1,0,0,0,2
1875,12047,0,1,0,1,0,1
14540,2406,1,1,0,1,2,3
14540,10937,0,1,0,0,0,1
10134,5513,0,1,0,1,0,1
10134,12914,1,1,1,0,0,2
13140,11771,1,0,0,0,0,1
8669,12660,1,0,16,0,0,4
10182,1039,1,1,5,2,5,4
11252,6555,1,1,0,0,3,3
8669,12546,1,1,0,1,0,2
10193,14091,1,1,3,7,2,4
6847,2327,1,1,6,3,0,3
11037,1352,1,1,0,1,1,2
10126,9228,1,1,3,0,2,3
2401,14435,1,0,87,0,0,4
5503,13139,1,1,0,2,1,2
2584,5888,1,1,19,1,0,4
2604,8237,1,0,1,0,0,2
4941,8898,1,0,1,0,0,2
11772,9898,1,1,2,0,9,4
3552,4249,1,1,2,2,2,4
13140,13091,0,1,0,0,0,1
11772,7169,1,1,0,0,1,2
12949,1450,1,1,1,0,0,2
4621,13948,1,0,1,0,0,2
10134,13061,0,1,0,1,0,1
13140,1551,0,1,0,1,1,1
8811,3288,1,0,2,0,0,2
10182,4247,1,1,0,0,1,2
6794,5741,0,1,4,0,1,2
13140,14262,1,1,1,0,2,3
12916,1304,0,1,0,0,0,1
12392,11396,0,1,0,0,1,1
13140,11580,0,1,0,0,0,1
14540,11739,0,1,0,0,0,1
12560,8335,1,1,1,1,0,2
10193,10881,1,1,2,0,1,2
1517,6803,1,0,2,0,1,2
10193,8751,1,1,0,3,2,3
11035,9229,1,0,1,0,0,2
4139,1508,0,1,0,0,4,2
12229,8301,1,1,0,1,0,2
2823,10744,1,0,1,0,0,2
3644,957,1,1,6,0,2,3
14540,1633,1,1,1,0,0,1
6404,7626,1,1,0,0,0,3
6435,10737,1,0,0,0,1,2
13140,2939,0,1,0,0,0,1
10193,897,1,1,3,0,0,2
8811,3447,1,1,0,0,3,3
6404,3667,0,1,0,0,2,1
14105,11779,1,1,0,0,1,2
12917,3591,1,1,1,0,0,2
12917,14081,0,1,0,0,2,1
3644,12025,1,1,1,0,0,2
13140,5281,0,1,0,0,7,3
6794,2327,0,1,1,0,0,1
3230,14400,0,1,0,0,0,1
3552,3961,1,1,1,0,0,1
14082,10343,1,0,1,0,0,2
12144,4585,1,1,1,0,1,2
2604,5702,1,1,3,0,1,3
2604,6747,1,1,0,0,1,2
3644,2654,1,0,1,0,0,2
6847,14042,1,0,1,0,0,2
10182,2553,1,1,0,1,0,2
11772,13305,1,1,3,0,5,4
6414,3404,1,1,5,1,0,3
12990,5831,1,1,5,0,2,3
11772,10664,1,1,0,0,2,2
12144,9230,1,0,1,0,0,2
14116,1703,1,0,52,0,0,4
3230,12671,1,1,0,0,0,1
4139,10643,1,0,0,0,1,2
14657,12573,1,1,15,7,0,4
702,11414,1,1,0,0,1,2
246,11761,1,0,0,1,0,1
13140,12261,1,0,0,0,0,1
157,12936,1,0,1,0,0,2
1937,14042,1,0,2,0,0,2
10837,5920,1,0,3,0,0,2
13140,1428,0,1,0,0,0,1
14029,3340,1,1,2,0,0,2
2584,3404,1,1,7,0,0,3
3552,6677,1,0,2,1,0,2
2584,7862,1,0,2,0,0,2
12506,12940,1,1,0,0,1,2
1875,10193,1,1,42,9,0,4
5503,84,0,1,0,1,1,1
11772,2868,1,1,0,1,0,2
13140,473,0,1,0,0,0,1
3230,28,0,1,0,0,0,1
3230,14064,1,1,0,0,0,2
11149,11399,1,1,3,1,0,2
12916,10643,0,1,0,0,0,1
14540,7066,1,1,3,1,0,2
11769,12174,1,1,1,0,0,2
4139,13034,0,1,0,2,1,1
11620,7705,1,0,1,0,0,2
13140,2800,0,1,0,0,1,1
11035,3261,1,0,2,0,1,2
12144,13096,1,1,2,0,1,2
13140,3350,1,1,0,0,0,2
2401,181,1,0,2,0,0,1
14540,12883,1,0,0,0,0,1
14540,12866,1,0,2,0,0,1
5988,5416,0,1,0,1,0,1
1515,12674,1,0,8,0,1,4
13140,6431,0,1,0,0,0,1
14540,3384,1,1,1,0,0,1
1937,8718,1,1,1,0,0,2
14540,389,1,1,30,30,10,4
2604,7333,1,1,1,0,1,2
1875,1613,1,1,7,0,0,3
1517,3712,1,1,2,1,0,2
1515,5503,1,0,0,0,1,2
14540,7690,1,1,0,0,0,2
3644,8796,1,1,1,0,0,2
2604,8263,1,1,20,17,13,4
6435,13768,1,0,0,0,1,2
14540,2939,0,1,0,0,0,1
11772,8612,1,0,1,0,2,2
2584,11009,1,1,3,1,0,2
12949,9002,1,0,0,0,0,1
4139,5597,0,1,0,0,1,1
8617,12290,1,1,1,0,0,2
3509,1113,1,1,0,0,1,1
10182,2339,1,0,2,0,0,2
1517,8918,1,0,10,14,0,4
14540,14432,1,1,2,2,0,2
13140,12981,1,1,0,0,0,2
3230,6762,1,1,1,0,1,2
2584,1364,1,0,1,0,0,2
13007,6376,1,0,0,1,0,2
14273,5832,1,1,1,0,0,2
14540,135,0,1,0,0,0,1
5503,14042,1,0,1,0,0,2
11772,3044,1,1,1,0,1,2
10193,4570,1,1,99,5,46,4
6404,7468,1,1,0,0,0,2
12929,10487,0,1,0,0,11,4
14082,8253,1,1,1,0,0,2
9591,12334,1,0,89,1,0,4
3552,12292,1,0,1,0,0,2
9591,12919,1,0,1,0,0,2
8669,2998,1,0,23,1,0,4
3023,9043,1,1,0,1,1,2
2401,13691,1,0,0,0,4,3
6794,6077,1,0,1,0,0,2
11252,7363,1,0,1,0,0,2
12894,13140,0,1,0,0,1,1
5427,1097,1,1,4,2,1,4
202,8234,1,0,1,0,0,2
13140,6119,1,1,0,0,2,2
4777,13381,1,1,27,0,65,4
14255,14159,1,1,1,0,0,2
10182,6697,1,1,0,0,2,2
1676,476,1,0,2,0,0,2
12229,6677,1,0,1,1,2,2
14255,12849,1,1,1,0,5,3
10182,6850,1,1,0,1,7,4
12894,11125,1,1,0,0,3,3
10487,10247,1,1,0,0,3,3
10134,5971,0,1,6,0,0,2
2532,6328,1,1,17,7,1,4
6404,2216,1,1,0,0,0,2
2584,14218,1,0,9,1,0,4
14540,4871,0,1,0,0,0,1
13140,12674,1,1,0,0,5,3
2661,10323,0,1,4,0,1,2
12912,13414,1,1,1,0,0,2
1937,3961,1,1,41,0,9,4
7021,3123,1,1,0,0,39,4
14082,6022,0,1,0,0,1,1
10193,10540,1,0,1,0,0,2
4139,11761,1,1,1,0,1,2
