userID1,userID2,user1Follows2,user2Follows1,numberOfMentions,NumberOfReplies,NumberOfRetweets,TrustScore
14540,5527,0,1,0,0,0,1
14082,4245,1,1,0,1,15,4
14549,14774,1,0,9,113,25,4
5503,554,1,1,0,6,4,4
12916,623,0,1,0,0,0,1
13140,11081,0,1,0,0,5,2
6794,6711,1,1,8,0,0,3
12916,4422,0,1,0,0,0,1
11769,5831,0,1,0,0,1,1
2604,14870,1,1,0,0,1,2
3230,153,1,1,0,0,0,2
10193,5301,0,1,0,1,1,1
10193,3183,1,0,0,1,0,2
7461,5895,1,0,2,0,0,2
13140,4176,0,1,0,0,0,1
12392,10254,0,1,0,0,1,1
1676,1364,1,0,1,0,0,2
8669,5888,1,1,22,4,0,4
2604,13106,0,1,0,0,1,1
13140,10537,0,1,0,0,0,1
157,6834,1,1,1,0,0,2
1690,14042,1,0,1,0,0,2
7044,6877,1,1,0,1,0,2
2661,12660,0,1,1,0,0,1
14137,1700,1,0,0,0,0,1
14540,11409,0,1,0,0,0,1
13140,11889,0,1,0,0,0,1
10193,12548,0,1,0,4,3,2
13007,12392,1,0,1,0,0,2
14255,2373,1,1,0,1,0,2
13140,10134,1,0,0,0,0,1
1937,8336,1,0,0,0,2,2
13140,7928,0,1,0,0,0,1
13140,13781,0,1,0,0,0,1
6847,5700,1,0,26,0,0,4
14540,9403,1,0,0,0,0,1
14540,10381,1,1,162,18,1,4
14540,2584,1,1,2,2,0,2
4139,7705,1,0,2,0,1,2
12916,14138,0,1,0,0,0,1
2604,4943,1,0,1,0,0,2
11035,14042,1,1,10,0,0,3
13140,8006,0,1,0,0,0,1
14540,2654,1,0,0,0,0,1
13140,12957,1,0,0,0,0,1
2584,2622,1,0,1,0,0,2
6794,10935,0,1,1,0,0,1
10487,389,1,1,1,0,1,2
2604,3310,1,1,0,1,2,3
8669,13414,1,0,6,0,0,2
1676,14435,1,0,1,0,0,1
13140,81,0,1,0,0,1,1
8669,1430,1,1,13,17,1,4
14255,383,1,1,4,0,0,2
3781,9395,0,1,0,0,1,1
14540,361,1,1,6,3,0,3
12916,13873,0,1,0,0,0,1
10126,9715,1,1,0,0,1,2
6847,14427,1,0,1,0,0,2
14082,4458,1,0,1,0,0,2
12929,2727,0,1,0,0,1,1
1875,8178,1,1,1,0,0,2
10182,3591,1,1,0,0,1,2
12271,13061,1,1,0,0,5,3
12144,12820,1,1,4,0,0,2
14540,1820,1,1,3,2,2,3
14540,7120,0,1,0,0,0,1
2335,13704,1,1,1,2,4,4
1517,13414,1,0,1,0,0,2
14540,5221,0,1,0,0,0,1
5427,995,1,1,0,1,0,2
14082,4851,1,1,2,0,0,2
14540,1678,1,0,0,0,1,2
10182,4867,1,1,3,0,3,3
2604,4572,1,1,0,0,3,3
11772,6741,0,1,0,0,1,1
3230,5488,0,1,0,0,0,1
13808,1978,1,0,1,0,0,2
14082,1370,1,1,2,0,1,3
12916,9674,0,1,0,0,0,1
7899,14015,1,1,1,2,1,3
2629,2584,1,1,0,1,0,2
5503,3428,0,1,0,0,1,1
4194,14126,1,1,16,0,0,4
14540,9437,1,1,0,0,0,2
11772,2654,1,1,3,0,0,2
10182,2733,1,1,2,6,21,4
14449,7705,1,0,1,1,0,2
2661,3211,0,1,0,0,6,3
13140,10861,1,1,0,0,0,2
1875,11771,1,1,1,0,0,2
14105,10643,1,1,2,1,3,3
14280,13325,1,0,1,0,0,2
5503,1262,1,1,0,0,14,4
1093,12674,1,0,1,0,0,2
12392,12637,0,1,0,0,1,1
10134,5404,0,1,0,2,3,2
14082,2240,1,1,2,0,0,2
12916,9890,0,1,0,0,0,1
8320,12957,1,0,3,0,0,3
6794,8711,0,1,1,0,0,1
202,4891,0,1,0,1,0,1
12916,10550,1,1,0,0,0,2
3546,9168,1,1,0,0,1,1
7791,3357,1,1,0,1,6,4
12144,1348,1,1,1,0,10,4
14082,2036,1,1,1,0,1,2
12916,4486,0,1,0,0,0,1
8669,12040,1,0,0,8,0,3
2604,3149,1,1,0,1,6,4
3230,1308,0,1,0,0,0,1
3546,1468,1,1,0,0,16,4
2604,8192,1,1,0,1,0,2
6847,6419,1,0,1,0,0,2
11772,7130,1,1,0,0,8,4
3552,3542,1,1,1,0,0,2
13140,925,0,1,0,0,0,1
14029,8793,1,1,0,0,5,3
2401,5722,1,0,1,0,0,2
10193,6240,1,1,0,0,1,2
14082,1097,0,1,0,1,0,1
7002,14169,0,1,1,0,0,1
5012,7425,1,1,0,0,6,3
13140,5431,0,1,0,0,0,1
2629,13693,1,0,7,0,0,3
13140,7166,0,1,0,0,0,1
14540,78,0,1,0,0,0,1
4369,13481,1,1,24,0,0,4
12506,4480,0,1,1,0,0,1
13140,1130,1,1,0,0,0,2
14255,2950,1,1,1,5,0,3
12912,12901,1,0,1,0,0,2
12916,2466,0,1,1,0,0,1
13140,4219,1,1,0,0,0,2
4139,8300,1,1,0,4,0,2
13140,12997,0,1,0,0,0,1
3552,12660,1,0,1,0,0,2
14082,383,1,0,1,3,0,2
2604,3661,1,0,3,0,0,2
14540,1064,0,1,0,0,0,1
4621,13091,1,1,1,0,1,2
12916,9275,0,1,0,0,0,1
2604,14478,1,1,2,0,0,2
3230,12860,0,1,0,0,0,1
12229,213,1,1,1,0,6,4
3552,12042,1,1,1,1,0,2
2532,13085,1,0,2,0,2,2
13651,3261,1,0,2,0,0,2
202,12483,1,1,1,0,0,2
7899,7165,1,1,0,0,1,2
10182,4252,1,0,2,2,1,2
14540,4190,1,1,0,0,0,2
3546,11706,1,1,1,2,1,3
10134,13091,0,1,2,0,0,1
10487,10145,1,1,13,9,13,4
1875,7862,1,0,1,0,0,2
8669,10852,1,1,0,2,2,3
2401,12919,1,0,1,0,0,2
14082,13538,1,1,4,4,1,3
10487,4515,0,1,0,0,1,1
8669,5561,1,1,9,0,1,3
14082,8234,1,0,4,0,0,2
14540,11145,1,0,0,0,0,1
12271,10623,1,1,1,0,0,2
13140,6638,0,1,0,0,0,1
10193,10104,1,0,0,1,2,2
10193,785,0,1,0,0,1,1
10193,2036,1,1,5,0,1,3
12990,2442,1,1,1,0,0,2
6435,4735,0,1,0,0,1,1
14598,1723,1,0,0,0,0,1
6435,1244,1,0,7,2,0,3
10777,7862,1,0,8,0,0,3
1937,7705,1,1,2,0,0,2
13651,5975,1,0,1,0,0,2
2604,119,1,1,2,0,0,2
14540,4486,1,1,0,0,0,2
14255,13081,1,1,1,0,0,2
2981,1690,1,0,15,0,0,4
4369,12660,0,1,2,0,0,1
8320,10935,1,1,1,2,0,2
14540,1046,0,1,0,0,0,1
14540,1916,0,1,0,0,0,1
10182,12820,1,1,0,0,2,2
13007,4585,1,1,0,0,1,2
11772,7691,0,1,0,0,1,1
13140,518,0,1,0,0,1,1
2604,7402,0,1,0,1,0,1
12483,14267,1,1,2,1,0,2
12949,4137,1,0,0,0,0,1
4139,266,0,1,0,0,1,1
11772,13414,1,0,11,0,2,4
1937,8045,0,1,1,0,0,1
7044,2275,1,1,0,1,0,3
14082,11755,0,1,0,0,1,1
1676,11674,1,1,1,0,0,2
12916,6338,0,1,0,0,0,1
4369,3243,1,1,3,12,1,4
10487,5407,1,0,3,0,2,3
14540,10641,0,1,0,0,0,1
14255,1739,1,0,3,0,0,3
6435,3495,1,1,0,1,0,3
3078,14267,1,0,1,0,0,2
7791,5120,1,0,0,0,1,2
1515,118,1,0,1,0,0,2
11252,2896,0,1,0,0,1,1
14082,11706,1,1,11,1,1,4
13651,10313,1,1,0,0,1,2
1517,2604,1,1,2,0,0,2
2661,10788,0,1,0,0,4,2
14540,1875,1,1,0,0,0,2
1352,12847,1,1,1,2,0,2
14540,2824,1,0,0,0,0,1
10193,3404,1,1,1,1,0,1
3230,10935,1,0,2,0,0,2
5503,12851,1,0,2,0,0,2
12917,5408,0,1,0,0,1,1
12990,14028,1,0,0,0,1,2
2604,2937,1,1,0,0,1,2
13140,12938,1,1,0,0,0,2
14029,13903,1,1,0,0,1,2
14540,12912,0,1,0,0,0,1
14082,9898,0,1,0,1,2,2
3552,3340,1,1,2,1,0,2
2661,12604,0,1,0,0,1,1
10193,10527,1,1,1,4,0,3
3552,13414,1,0,1,0,0,2
11772,3447,1,1,0,0,1,2
7586,14159,0,1,18,0,0,3
13140,8933,1,0,0,0,0,1
6794,10182,1,1,11,0,0,3
14082,290,0,1,0,0,1,1
10553,12901,1,0,1,0,0,3
3546,9291,0,1,0,0,5,2
7283,14355,1,0,1,0,0,2
13140,6527,0,1,0,0,0,1
14255,8303,1,1,4,2,0,3
14255,13414,1,1,82,0,0,4
13140,12795,1,1,0,0,0,3
2604,927,0,1,0,0,1,1
10193,4962,0,1,0,0,1,1
1875,10935,1,0,1,5,0,2
8669,8855,1,1,0,1,0,2
14029,12106,0,1,0,0,1,1
13651,3058,0,1,0,0,1,1
10885,6051,0,1,0,0,1,1
2604,10020,1,0,0,2,0,2
10487,12940,1,1,2,0,3,3
14082,6667,1,1,11,22,1,4
10554,12807,1,0,2,0,0,2
12916,14424,0,1,0,0,0,1
2661,12606,0,1,0,0,4,2
4369,8523,1,1,35,2,0,4
12916,3357,0,1,0,0,0,1
14540,6476,0,1,0,0,1,1
10182,444,1,0,1,6,7,4
246,12936,1,0,1,0,0,2
13140,7880,0,1,0,0,0,1
10193,3299,1,1,0,0,1,2
237,11009,1,0,1,0,0,2
12506,13672,1,1,0,0,2,2
2604,10316,1,1,0,0,1,2
14598,1690,1,1,5,0,0,3
14540,13770,1,0,0,0,0,1
3552,2036,1,0,1,0,0,2
10777,5407,1,0,2,1,1,2
14540,14320,0,1,0,0,0,1
8320,4452,1,1,0,0,3,3
10182,847,1,1,0,0,1,2
13716,11677,1,1,1,3,1,4
12324,747,1,1,11,0,0,3
11149,3027,1,1,1,1,1,2
6404,1814,1,1,0,0,0,2
3644,7028,1,1,0,0,1,2
3552,13007,1,1,0,0,1,2
9291,6754,1,1,0,0,1,2
14540,4435,0,1,0,1,0,1
12392,3082,0,1,0,1,0,1
14082,9592,1,1,9,7,1,4
12324,10935,1,1,0,0,3,3
13651,8003,1,1,1,0,0,2
7614,13325,1,0,1,0,0,2
13140,12722,0,1,0,0,0,1
7461,7000,1,0,1,0,0,2
14540,3788,0,1,0,1,0,1
4369,12210,1,1,22,0,0,4
6794,5918,0,1,1,2,0,1
4139,692,1,1,1,0,0,2
8642,10334,1,1,2,1,0,2
237,14289,1,1,10,0,0,3
12392,13600,0,1,3,0,7,3
2335,8178,1,1,0,1,1,2
10777,12851,1,0,1,0,0,2
14029,9931,0,1,0,0,2,1
14105,3716,1,1,0,1,16,4
12392,10641,0,1,0,1,0,1
14255,6743,1,1,0,2,0,2
14540,6018,0,1,0,0,0,1
2584,2963,1,1,39,7,0,4
4139,3243,1,1,0,0,4,3
14540,12475,1,1,1,1,0,2
10134,6664,0,1,0,2,0,1
13140,12615,0,1,0,0,0,1
10134,14471,0,1,2,0,1,1
13140,2844,0,1,0,0,2,1
9291,14091,1,0,0,0,1,2
12483,5174,0,1,0,1,0,1
10126,13061,1,1,0,0,2,2
10193,3679,1,1,2,3,1,3
10182,4511,1,1,0,0,1,2
2584,4520,1,1,0,0,1,2
6049,1529,0,1,0,0,1,1
1875,1752,1,1,0,1,0,2
4972,12901,1,0,7,0,0,3
10134,782,0,1,1,0,0,1
13140,9703,0,1,0,0,0,1
14029,14352,0,1,0,0,1,1
7791,13920,1,1,0,0,12,4
2604,118,1,0,1,0,0,2
2604,11761,1,1,0,0,2,2
6414,3340,1,1,0,1,0,2
8752,1337,1,1,0,0,0,2
13007,6794,1,0,1,0,0,1
12894,3404,0,1,0,1,1,1
1875,8365,1,1,0,1,0,2
3546,7804,1,1,0,0,4,3
13140,180,1,0,0,0,0,1
11772,10420,0,1,0,0,1,1
13140,10110,0,1,0,0,0,1
14540,5407,1,1,3,4,3,4
14540,12660,1,1,18,0,0,4
6414,7705,1,0,2,0,0,2
12990,956,0,1,0,0,1,1
14540,12606,1,0,0,0,0,1
2584,2629,1,1,1,1,0,2
1937,3428,1,1,1,0,0,2
9291,12276,1,1,90,0,26,4
13140,12827,1,0,0,0,0,1
13140,506,1,1,0,0,0,2
5503,5561,1,1,3,0,0,2
4621,8169,1,1,4,0,0,2
10126,4208,0,1,0,0,1,1
10193,12337,1,1,3,2,3,3
4139,14408,0,1,1,0,0,1
10554,9890,1,1,1,0,0,3
12916,2750,1,0,0,0,0,1
1875,12981,1,1,1,0,0,2
14540,5918,0,1,3,2,0,2
14540,14010,1,1,0,0,0,2
14255,292,1,0,1,1,0,2
2604,3404,1,1,8,6,5,4
11772,3340,1,1,0,0,1,2
2629,3027,0,1,3,3,2,2
8811,7433,1,0,1,1,0,2
11252,1479,1,1,0,0,1,2
14540,8788,1,1,0,0,0,2
2401,13140,1,1,2,0,0,2
13059,14267,1,1,1,0,0,2
1352,8242,1,0,6,1,0,4
3546,4943,1,1,1,1,1,3
1937,12660,1,1,2,0,0,2
13140,11027,1,1,0,0,0,2
5503,14427,1,0,1,0,0,2
13140,5869,0,1,0,0,0,1
2661,4812,0,1,0,0,2,1
11252,180,1,0,1,0,0,2
8811,6565,1,1,1,1,0,3
3230,5801,0,1,0,0,0,1
12392,1343,0,1,0,1,0,1
12144,1723,0,1,1,0,1,1
14540,5505,1,1,0,0,0,2
13140,8088,0,1,0,0,0,1
12307,12062,1,1,120,55,6,4
14540,10746,1,1,0,0,0,2
11772,12880,1,1,5,0,5,4
10193,1453,0,1,0,0,1,1
14540,7810,1,1,4,18,1,4
13140,9230,1,0,0,0,0,1
11252,1032,1,1,1,0,0,2
5427,12940,1,1,0,0,1,2
4441,14091,1,1,0,0,1,2
14082,5375,0,1,0,0,2,1
13140,6463,1,1,0,0,0,2
10193,5700,1,0,3,0,0,2
8120,3588,1,1,10,0,0,3
14540,10368,1,1,0,0,1,2
13140,12851,1,0,0,0,0,1
10885,8924,0,1,0,1,0,1
5503,5562,1,1,0,0,2,2
11252,796,1,1,0,1,0,2
13140,248,1,1,0,0,0,2
14255,6281,1,1,0,0,1,2
7791,3056,0,1,0,0,1,1
4139,3404,0,1,0,0,3,2
1352,180,1,0,1,0,0,2
10182,8918,1,0,12,1,0,3
2604,180,1,1,6,0,0,3
3230,4486,1,1,0,0,0,2
5674,7284,0,1,0,0,1,1
13140,2642,0,1,0,0,0,1
2661,6711,1,1,2,0,2,3
13808,10040,1,0,1,0,0,2
4972,5931,1,1,1,0,1,2
13140,7161,1,0,0,0,0,1
13140,3261,1,0,0,0,0,1
5503,13091,1,0,1,0,1,2
10134,7657,0,1,0,1,0,1
12916,13498,1,0,0,0,0,1
13140,1172,0,1,0,0,0,1
12912,12885,1,1,1,0,0,1
10362,180,1,0,1,0,0,2
4139,1940,0,1,0,0,1,1
12144,180,1,0,2,0,0,2
5503,2604,1,1,1,0,1,2
12506,1097,0,1,0,0,1,1
2604,4467,1,1,67,71,3,4
11772,6555,0,1,0,0,1,1
14540,506,0,1,0,0,0,1
12916,12847,1,0,0,0,0,1
6435,6283,1,0,3,0,0,3
2584,1983,1,1,0,0,1,2
13140,995,1,1,0,0,0,2
12392,13768,0,1,0,0,1,1
12082,1175,1,1,1,0,0,2
3230,4137,1,1,0,0,0,2
5503,6476,0,1,0,0,1,1
10182,283,1,0,0,0,2,2
2401,8855,1,1,2,1,0,2
11061,2545,0,1,0,0,1,1
10182,6550,1,1,4,21,0,4
12506,8201,1,1,3,0,0,2
14029,509,1,1,0,0,1,2
13623,1450,1,1,0,2,0,2
4139,5260,1,1,0,0,8,4
1517,13216,1,0,2,0,0,2
14029,6990,1,1,0,0,3,3
12392,659,0,1,0,0,1,1
2584,11168,1,1,0,1,0,2
2661,12770,1,1,12,2,0,4
13140,250,0,1,0,0,0,1
12916,11638,0,1,0,0,0,1
14105,3915,1,1,0,0,4,3
5503,12232,0,1,1,0,0,1
13140,13129,1,0,0,0,0,1
2584,12660,1,1,6,0,0,3
1875,2910,1,1,0,0,1,2
11005,13325,1,1,5,0,0,3
14540,13088,1,1,1,0,1,2
12144,2979,1,1,0,1,0,2
3230,11370,1,1,0,0,0,2
6794,1124,0,1,1,1,1,1
14540,795,1,1,0,0,0,2
14255,12936,1,0,2,0,0,2
11772,181,1,0,1,0,0,2
10134,1649,1,1,3,0,0,2
14029,14034,0,1,0,0,1,1
13140,8897,1,0,0,0,0,1
14540,11674,1,1,0,0,1,3
2401,2327,1,1,1,0,0,2
7899,2049,1,1,1,0,0,2
2629,4686,1,1,1,3,0,2
13140,13768,1,0,0,0,0,1
1676,13651,1,1,0,1,0,2
6619,4678,1,1,2,0,0,2
14082,10957,1,1,0,15,2,4
10182,6077,1,1,1,9,6,4
1875,796,1,1,1,0,0,2
9591,7363,1,0,5,1,0,2
14540,8300,1,1,15,0,0,4
14082,4422,0,1,0,0,2,1
14549,2173,1,1,0,1,1,2
1676,9997,0,1,0,0,1,1
12916,3550,0,1,0,0,0,1
9428,5932,1,1,1,0,0,2
3644,4572,1,1,5,0,0,3
13140,14304,0,1,0,1,0,1
12229,305,1,1,1,0,1,2
6435,8178,1,1,0,1,0,2
11769,1080,1,0,1,0,0,3
13140,8677,0,1,0,0,0,1
14255,2184,1,1,22,1,1,4
3230,11292,1,1,0,0,0,3
3144,10453,1,1,2,3,1,3
3546,9827,1,1,0,2,3,3
14082,10652,0,1,0,1,0,1
6794,3515,1,0,5,0,0,2
13140,6255,1,1,0,0,0,2
14255,270,1,1,0,1,1,3
2401,178,1,0,5,0,0,2
12916,12213,0,1,0,0,0,1
14540,13999,1,1,1,0,0,2
10193,13325,1,0,4,0,0,2
3230,9356,1,1,0,0,0,2
12917,10350,1,0,1,0,0,2
2629,5768,1,1,0,0,1,2
13140,7433,1,1,2,0,22,4
14082,2960,0,1,0,2,1,1
4270,2622,1,0,2,0,0,2
14540,10982,0,1,0,0,5,2
12990,12957,1,0,2,0,0,2
6794,1766,1,0,1,0,0,1
2661,9259,0,1,0,0,1,1
3766,11125,1,1,0,2,2,3
11884,2456,0,1,0,1,0,1
2604,3545,1,1,4,0,0,2
14540,6803,1,0,0,0,0,1
12392,270,0,1,0,0,1,1
14540,5159,0,1,0,0,0,1
4972,4247,1,1,0,1,0,2
3230,5380,0,1,0,0,0,1
11035,11409,1,1,5,0,2,3
4139,9686,1,1,0,0,3,3
10777,12901,1,0,19,0,0,4
10193,1752,1,1,5,4,1,3
14082,12811,1,1,9,0,47,4
1937,13626,1,1,0,0,1,2
2584,2979,1,0,1,0,0,1
3552,12851,1,0,1,0,0,2
13140,9259,0,1,0,0,0,1
14540,7206,1,1,4,0,0,2
13140,228,0,1,0,0,0,1
10487,8561,1,1,5,0,8,4
10182,7894,1,1,0,0,1,2
14105,5902,1,1,0,0,2,2
1676,11370,1,1,1,0,0,2
3644,12980,1,1,44,0,0,4
2604,2808,1,1,4,1,8,4
3552,8173,1,1,0,2,0,2
1517,2998,1,0,2,0,0,2
14540,8638,0,1,0,0,1,1
10182,10815,1,1,0,0,2,2
2604,2998,1,1,31,0,2,4
2604,383,1,1,147,0,0,4
11035,2327,1,1,1,0,0,2
14255,796,1,1,5,0,0,3
11149,3357,1,1,1,1,0,2
11772,78,1,1,1,1,1,2
8811,1080,1,0,4,0,0,2
11772,12883,1,1,22,1,24,4
3230,14845,1,1,0,0,0,2
14540,5902,0,1,0,0,0,1
3714,12901,1,0,1,0,0,2
12917,8178,1,1,0,0,1,2
7386,13516,1,1,0,0,2,2
157,12958,1,0,1,0,0,2
10182,8612,1,1,0,2,1,2
10193,476,1,1,0,0,1,2
8669,12210,1,1,107,0,0,4
12912,5159,1,1,0,2,3,3
13007,927,1,0,1,0,0,2
14540,6488,1,1,4,0,1,3
12506,13979,0,1,0,1,0,1
13140,3539,0,1,0,0,0,1
5503,12395,1,1,4,0,0,2
10193,7716,1,0,4,0,1,2
13140,10706,0,1,0,0,1,1
1517,6613,1,1,0,0,2,2
13651,1676,1,1,0,0,1,2
10554,2800,1,1,1,0,0,2
8811,1433,1,1,0,0,1,2
14540,3581,1,1,0,2,0,2
14082,9276,1,1,2,0,0,2
13140,7716,1,0,0,0,0,1
2629,13895,1,0,1,1,0,2
12483,6240,0,1,1,3,1,2
13007,2036,1,0,3,0,0,2
11772,5923,1,1,0,0,1,2
14540,12624,1,0,0,0,0,1
13140,6756,0,1,0,0,0,1
1937,4414,0,1,0,0,1,1
10193,10655,1,1,0,0,1,2
13140,9983,1,0,0,0,0,1
1676,8675,1,0,1,0,0,2
2604,8986,1,1,0,0,1,2
5518,9938,1,1,1,0,0,2
1875,5959,1,1,0,0,1,2
2584,10350,1,0,2,0,0,2
4621,9279,1,0,0,0,1,2
6847,1281,1,1,1,0,0,2
5674,14427,1,0,2,0,0,2
12949,3804,0,1,0,0,0,1
13140,8867,1,1,0,0,1,2
13140,12546,0,1,0,0,0,1
13140,11268,0,1,0,0,0,1
12082,1592,0,1,0,1,2,2
2604,576,1,0,1,0,0,2
3230,2682,1,1,0,0,0,1
10193,11004,1,1,0,0,1,2
2604,10716,0,1,0,0,2,1
6404,12886,1,0,0,0,0,1
14105,995,1,1,14,0,0,4
4972,2998,1,1,2,0,0,2
10182,12880,1,1,3,0,1,3
12144,13768,1,1,8,0,7,4
13140,3031,1,1,0,1,1,2
3230,13604,1,1,0,0,0,2
12392,10852,0,1,0,0,1,1
1937,796,1,1,0,1,0,2
8648,7153,1,0,1,1,0,2
2584,13077,1,1,1,0,0,2
13140,14524,0,1,0,0,0,1
2604,14267,1,1,33,0,0,4
10182,1277,1,1,0,9,17,4
10193,12063,1,1,9,0,0,3
11252,3404,1,1,1,0,0,2
12229,12660,1,1,5,3,0,4
14082,11654,0,1,0,0,5,2
13007,1343,1,0,0,0,1,2
12949,922,1,1,0,0,0,1
2629,1703,1,0,1,0,0,2
11772,12669,1,1,0,0,1,1
14116,12919,1,0,6,0,0,2
12916,13948,1,0,0,0,0,1
4139,13414,1,0,1,0,0,2
10134,3027,0,1,1,0,1,1
10134,3357,0,1,0,1,1,1
3078,2266,1,1,30,17,1,4
13140,10524,1,0,0,0,0,1
14540,758,1,1,0,0,0,2
14540,9382,1,1,0,0,0,2
2629,6993,1,1,11,3,5,4
4139,12604,0,1,0,1,1,1
14540,6268,0,1,0,0,0,1
2584,7255,1,0,2,0,0,2
14540,6905,1,1,0,0,0,2
12392,9615,0,1,0,0,1,1
13140,2604,1,0,0,0,0,1
14540,4009,1,1,2,0,4,3
10193,5559,1,1,42,1,0,4
3743,12980,1,0,2,0,0,2
5503,9408,0,1,0,3,0,1
12392,8495,0,1,0,0,1,1
13140,6645,0,1,0,0,0,1
14255,4510,1,1,2,1,4,3
2629,8721,1,1,10,26,4,4
10182,7169,1,1,0,0,1,2
14255,4617,1,1,0,0,1,2
1937,3340,1,1,1,0,0,2
11035,502,1,1,1,0,25,4
2604,3340,1,1,0,0,1,2
14082,8225,1,0,2,0,0,1
10182,9762,1,1,0,1,3,3
11580,3261,1,0,1,0,0,2
10134,3261,1,1,11,0,1,4
10134,5741,0,1,1,0,0,1
7283,1990,1,1,1,0,0,2
14540,206,0,1,0,0,0,1
10487,13626,1,1,0,5,4,4
13140,1571,0,1,0,0,0,1
14082,13337,1,1,1,1,1,2
7021,1543,1,0,2,1,1,2
1517,12436,0,1,0,1,1,1
13140,768,1,1,0,0,0,2
2661,10956,1,1,2,0,0,2
14540,5226,1,0,0,0,0,1
2584,10381,1,0,38,3,0,4
10134,10145,1,1,0,0,1,2
4912,12933,1,0,3,0,0,3
14540,7162,0,1,0,0,0,1
2604,1875,1,1,0,1,1,3
10182,1053,1,1,0,0,1,3
13140,13770,1,0,0,0,0,1
11884,12395,1,1,1,0,0,2
4621,3841,1,1,1,0,0,2
3552,11537,1,1,1,1,0,2
14540,14508,0,1,0,0,0,1
14105,13781,1,1,0,0,4,3
14029,11914,0,1,0,0,3,2
10182,7705,1,0,1,0,0,2
157,14355,1,0,1,0,0,3
1875,10381,1,0,1,1,0,2
12894,4871,0,1,0,1,0,1
12894,12660,1,1,1,7,0,3
11035,1739,1,0,3,2,0,2
2661,6224,0,1,0,0,4,2
13140,6677,1,0,0,0,0,1
11772,12981,1,1,0,0,1,2
11035,1820,1,0,4,1,0,2
13140,12816,1,0,0,0,0,1
13140,5468,0,1,0,0,0,1
13140,9599,0,1,0,0,0,1
11037,9339,1,1,0,0,2,2
13140,5888,1,1,0,0,2,1
14540,3618,1,0,0,0,0,1
4369,665,0,1,3,0,0,1
13140,3540,1,1,0,0,11,4
11772,13552,1,1,1,0,1,2
13140,4303,0,1,0,0,0,1
12324,2976,0,1,0,0,1,1
13140,758,0,1,0,0,1,1
14540,8988,0,1,0,0,0,1
13140,11716,1,1,0,0,0,2
1875,7804,1,1,31,11,1,4
10487,2475,0,1,24,8,103,4
14255,476,1,1,8,5,1,4
12916,11755,0,1,0,0,0,1
13140,11370,1,1,0,0,3,3
202,8330,1,1,4,1,0,3
14540,11718,1,1,0,0,0,2
13140,2089,0,1,0,0,1,1
13140,305,1,0,0,0,0,1
12949,12615,1,1,0,0,0,2
3808,3775,1,1,1,1,0,2
3546,10401,0,1,0,2,29,4
10182,13343,1,1,0,0,1,2
3230,3406,0,1,0,0,0,1
14540,14685,0,1,0,0,0,1
5503,8871,1,1,0,0,26,4
12929,4437,0,1,0,0,1,1
14540,2785,0,1,0,0,0,1
2532,1940,1,1,8,0,2,3
4369,12770,1,1,13,0,0,4
10193,8207,1,1,0,0,1,2
2604,8297,1,1,22,1,2,4
2604,9203,1,1,0,0,2,2
14255,3624,1,1,44,0,0,4
2401,3841,1,1,0,1,0,2
13140,178,1,1,2,0,1,1
12916,1454,0,1,0,0,0,1
14540,7705,1,1,1,3,5,4
4139,9625,1,1,1,0,0,3
8320,6993,1,1,4,0,4,3
11252,13186,0,1,0,2,3,2
1676,9715,1,0,1,0,0,2
14540,178,1,0,0,0,0,1
13140,4819,0,1,0,0,0,1
10134,3428,0,1,0,1,0,1
13140,8999,0,1,0,0,0,1
10193,8300,1,1,4,0,0,2
4972,12940,1,1,4,0,2,3
12929,11370,0,1,0,0,2,1
5583,1642,1,1,2,0,2,4
13140,5846,1,1,0,0,0,2
3546,11003,0,1,0,0,1,1
5427,10643,1,1,0,1,0,2
13140,10094,0,1,0,0,0,1
12916,5902,0,1,0,0,0,1
791,13785,0,1,0,0,0,1
13140,10641,0,1,0,0,0,1
12144,8201,1,1,5,11,1,4
8669,10521,1,0,1,0,0,2
10487,5571,1,1,0,1,0,2
12916,2274,1,1,0,0,0,2
13140,2327,1,1,0,0,1,2
14082,7543,1,1,4,1,0,4
14540,476,0,1,0,0,0,1
10766,10165,1,1,2,0,0,2
10182,10610,1,0,1,1,1,2
7614,1905,1,1,0,5,0,3
4972,14267,1,1,47,2,0,4
3230,13001,1,1,0,0,0,2
14598,13331,1,0,0,0,0,1
10487,9131,1,1,0,0,1,2
12894,835,0,1,0,0,1,1
14598,13769,1,1,0,0,0,2
5503,1543,0,1,0,13,7,4
12916,8013,0,1,0,0,0,1
6847,12919,1,1,1,0,2,3
10193,8013,1,1,0,1,4,3
14273,8754,1,1,14,0,0,4
14082,10623,0,1,0,1,0,1
4139,8263,1,1,1,1,0,2
12144,9595,0,1,0,1,0,1
2401,1265,0,1,0,0,2,1
11772,1024,0,1,0,1,1,1
12046,9444,1,0,0,0,0,1
6794,6850,1,1,79,55,15,4
2661,847,0,1,0,0,1,1
14598,2654,1,0,0,0,0,1
3230,13757,1,1,0,0,0,2
11772,5741,1,1,2,0,3,3
14082,11399,1,1,31,3,7,4
4139,14678,0,1,0,0,1,1
10193,3934,0,1,0,2,5,3
13140,4033,1,1,0,0,0,2
1517,3545,1,1,4,0,1,3
14255,13125,1,1,1,0,0,2
2584,13212,1,0,0,1,0,2
2604,13336,0,1,3,6,1,3
